Date,Price,Open,High,Low,Vol
8/30/2018,23016.7,23042.8,23042.8,22912.4,1100
8/31/2018,23042.8,23016.7,23407.7,22990.6,1790
9/4/2018,22990.6,22990.6,23303.4,22938.5,1110
9/5/2018,22573.6,22964.6,23042.8,22417.2,1470
9/6/2018,22078.3,22469.3,22573.6,22078.3,2110
9/7/2018,22417.2,22156.5,22417.2,22078.3,888.16
9/10/2018,22182.6,22521.4,22521.4,22182.6,641.16
9/11/2018,22495.4,22182.6,22521.4,22182.6,981.57
9/12/2018,22443.2,22677.8,22782.1,22443.2,833.57
9/13/2018,22625.7,22782.1,22886.4,22521.4,1130
9/14/2018,23225.2,22730,23303.4,22730,4840
9/17/2018,22990.6,23199.2,23199.2,22990.6,985.99
9/18/2018,23355.6,22782.1,23355.6,22782.1,1400
9/19/2018,23694.4,23459.8,23798.7,23355.6,2360
9/20/2018,23929,23485.9,24085.4,23485.9,1970
9/21/2018,23929,24007.2,24007.2,23564.1,2320
9/24/2018,24033.3,23929,24241.8,23876.9,1730
9/25/2018,23929,23981.2,24033.3,23876.9,1300
9/26/2018,24007.2,23981.2,24398.2,23903,1800
9/27/2018,24085.4,24007.2,24241.8,24007.2,1310
9/28/2018,24137.6,24241.8,24241.8,24111.5,977.23
10/1/2018,23981.2,24137.6,24215.8,23955.1,907.35
10/2/2018,23616.2,23903,23981.2,23590.2,1490
10/3/2018,23720.5,23616.2,23824.8,23590.2,651.25
10/4/2018,23903,23720.5,23981.2,23668.4,822.71
10/5/2018,23772.6,23955.1,23981.2,23746.6,887.6
10/8/2018,23459.8,23720.5,23720.5,23459.8,893.47
10/9/2018,23303.4,23459.8,23538,23303.4,697.3
10/10/2018,23616.2,23303.4,23668.4,23303.4,1210
10/11/2018,22260.8,22938.5,23147,22052.2,3800
10/12/2018,22834.2,22156.5,22938.5,21739.4,2410
10/15/2018,22417.2,22834.2,22938.5,22417.2,865.26
10/16/2018,22547.5,22677.8,22677.8,22260.8,1050
10/17/2018,22730,22834.2,22938.5,22677.8,828.02
10/18/2018,22730,22782.1,22938.5,22625.7,1240
10/19/2018,22417.2,22417.2,22677.8,22365,1620
10/22/2018,22495.4,22625.7,22782.1,22469.3,749.53
10/23/2018,22000.1,22495.4,22495.4,21687.3,2010
10/24/2018,21791.6,21921.9,22182.6,21791.6,981.75
10/25/2018,21400.6,20853.2,21530.9,20853.2,1320
10/26/2018,21270.3,21635.2,21765.5,21270.3,1610
10/29/2018,21374.5,21113.9,21609.1,21113.9,807.18
10/30/2018,21374.5,21426.7,21791.6,21296.3,790.16
10/31/2018,21869.8,21765.5,21895.8,21530.9,567.6
11/1/2018,21843.7,21921.9,22104.4,21843.7,820.06
11/2/2018,22365,22078.3,22417.2,21921.9,1040
11/5/2018,22182.6,22208.6,22417.2,22000.1,463.69
11/6/2018,21974,22260.8,22286.8,21948,822.1
11/7/2018,21817.6,21974,22156.5,21713.4,865.1
11/8/2018,21974,22026.2,22104.4,21869.8,614.71
11/9/2018,21504.9,21791.6,21948,21478.8,1110
11/12/2018,21869.8,21478.8,21869.8,21452.7,476.77
11/13/2018,21713.4,21478.8,21765.5,21478.8,764.67
11/14/2018,22026.2,21843.7,22026.2,21687.3,1310
11/15/2018,22000.1,21895.8,22104.4,21739.4,870.74
11/16/2018,22286.8,22156.5,22365,22026.2,1120
11/19/2018,22495.4,22417.2,22521.4,22312.9,691.33
11/20/2018,22625.7,22521.4,22625.7,22339,960.38
11/21/2018,22625.7,22312.9,22625.7,22260.8,896.17
